id,ASIN,Title,Description,ImageURL,Rating,Verified,ReviewTime,Review,Summary,Domestic Shipping,International Shipping,Sentiment,Region
147,B00837YY18,"Proraso Shaving Soap in a Bowl, Refreshing and Toning, 5.2 oz","Proraso Shaving Soap, Refreshing and Toning formula, is formulated for any skin or beard type and provides a rich, creamy lather to prepare skin for a close shave without nicks and cuts. Eucalyptus purifies and tones while menthol adds a refreshing, cooling sensation. Made with a special ""hot soap"" process, it\'s left to mature in small batches for 10 days, during which the moisture evaporates, and the product becomes solid and more concentrated -- perfect for a professional-quality shave with a brush. Cruelty-free, with 91% of ingredients of natural origins, and of course, theres no parabens, phthalates, silicones, mineral oils, artificial colors or sodium laurel sulfate. Originating in Italy, Proraso has been helping men achieve a smooth shave since 1948. Over the years, our line of men\'s shaving products has become a staple of Italian culture, and evolved to feature natural-based formulations without mineral oils or artificial colors. Nourishing botanical extracts and natural oils protect the skin before, during and after shaving for an irritation-free experience.', '', 'You&#039;ll notice that our soap may take a bit more water than you&#039;re used to, in order to achieve the ideal lather. That&#039;s actually one of our biggest points of difference -- the result of its manufacturing process -- and what makes Proraso soap so special. Because it has a much lower moisture content than other shave soaps, youll need more water on your shaving brush (we&#039;d suggest soaking it for a few minutes prior to lathering), and perhaps just a touch more patience at first, to achieve that signature Proraso lather: rich, dense, elastic, and one that doesnt dry out. Once you do, youll really see the difference (and why its become such a staple of shaving culture over the last 6 decades).', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/87f262ab-3bf0-48d8-9aa3-54c9e4b5bc19.png._CB272368817__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/44e37be2-2e5a-4d6e-9ee6-9ed237bc8018.png._CB272368772__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0318bd0e-6422-484a-92bf-1467348035dc.png._CB272368797__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0ca5e5f0-2ac9-4c85-b34d-5e855eadc913.png._CB272369518__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f7624cb7-05c3-4a88-a1b9-0b2579258dab.png._CB272368057__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b826d55f-90b2-440f-aa38-21ffca0124bf._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f3e86d43-4aa3-4e2d-a305-aa8c0ebb9dee._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3e3bc852-8a9b-4773-9e58-c080fa1b0dc7._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/226de1cf-3c9b-4f8b-8bd5-18d9be733f71._SL220__.png"">', '",https://images-na.ssl-images-amazon.com/images/I/51Cov5myDCL.jpg,5.0,True,2015-08-13,"Convenient package, no razor burn, nice lather, smells great, everything you need",Great shaving soap,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0,Kolkata
27,B0017SWIU4,"Mario Badescu Drying Lotion, 1 fl. oz.","Renowned for its ability to help dry up surface blemishes overnight. Mario Badescu drying lotion continues to reign as a best-selling favorite amongst beauty editors, celebrities, and professionals worldwide. This fast-acting, effective spot treatment is specially formulated with salicylic acid, sulfur, and zinc oxide to help draw impurities from the skin and target pesky pimples while you sleep. How to use - Do not shake the bottle Before bed after cleansing and toning, dip a cotton swab into the pink sediment at the bottom of the bottle. Dab directly on the surface blemish; do not rub in. Let dry and rinse off in the morning. Do not use on broken skin.",https://images-na.ssl-images-amazon.com/images/I/41MRUrs6zHL.jpg,5.0,True,2015-07-25,Better than other spot treatment. I have tried saciliyic acid and benzol peroxide. Helps my face anytime I have breakouts.,Wonderful product,Item can be shipped within U.S.,This item is not eligible for international shipping.,1.0,Kolkata
135,B00837YY18,"Proraso Shaving Soap in a Bowl, Refreshing and Toning, 5.2 oz","Proraso Shaving Soap, Refreshing and Toning formula, is formulated for any skin or beard type and provides a rich, creamy lather to prepare skin for a close shave without nicks and cuts. Eucalyptus purifies and tones while menthol adds a refreshing, cooling sensation. Made with a special ""hot soap"" process, it\'s left to mature in small batches for 10 days, during which the moisture evaporates, and the product becomes solid and more concentrated -- perfect for a professional-quality shave with a brush. Cruelty-free, with 91% of ingredients of natural origins, and of course, theres no parabens, phthalates, silicones, mineral oils, artificial colors or sodium laurel sulfate. Originating in Italy, Proraso has been helping men achieve a smooth shave since 1948. Over the years, our line of men\'s shaving products has become a staple of Italian culture, and evolved to feature natural-based formulations without mineral oils or artificial colors. Nourishing botanical extracts and natural oils protect the skin before, during and after shaving for an irritation-free experience.', '', 'You&#039;ll notice that our soap may take a bit more water than you&#039;re used to, in order to achieve the ideal lather. That&#039;s actually one of our biggest points of difference -- the result of its manufacturing process -- and what makes Proraso soap so special. Because it has a much lower moisture content than other shave soaps, youll need more water on your shaving brush (we&#039;d suggest soaking it for a few minutes prior to lathering), and perhaps just a touch more patience at first, to achieve that signature Proraso lather: rich, dense, elastic, and one that doesnt dry out. Once you do, youll really see the difference (and why its become such a staple of shaving culture over the last 6 decades).', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/87f262ab-3bf0-48d8-9aa3-54c9e4b5bc19.png._CB272368817__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/44e37be2-2e5a-4d6e-9ee6-9ed237bc8018.png._CB272368772__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0318bd0e-6422-484a-92bf-1467348035dc.png._CB272368797__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0ca5e5f0-2ac9-4c85-b34d-5e855eadc913.png._CB272369518__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f7624cb7-05c3-4a88-a1b9-0b2579258dab.png._CB272368057__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b826d55f-90b2-440f-aa38-21ffca0124bf._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f3e86d43-4aa3-4e2d-a305-aa8c0ebb9dee._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3e3bc852-8a9b-4773-9e58-c080fa1b0dc7._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/226de1cf-3c9b-4f8b-8bd5-18d9be733f71._SL220__.png"">', '",https://images-na.ssl-images-amazon.com/images/I/51Cov5myDCL.jpg,5.0,True,2015-03-10,excellent and the scent is very masculine!,Five Stars,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0,Mumbai
38,B007P0MO2U,SEXYHAIR Big Powder Play Volumizing &amp; Texturizing Powder,"Can re-activate with a quick scrunching motion, just give it a quick tousle and your style bounces back to life.', 'Sexy Hair was created in Los Angeles, CA in 1998 and is now a global brand in over 60 countries. Although best known for its big red can of hairspray, Sexy Hair has a full line of care and styling products for every hair type.",https://images-na.ssl-images-amazon.com/images/I/41TlQMTxMaL.jpg,5.0,True,2015-06-29,Perfect for my short hair. Gives plenty of volume.,Must have for short hair,,,1.0,Bangalore
97,B00FYSZDQ4,COLOR WOW Root Cover Up,"Color Wow root cover up, winner of 44 major beauty awards! Cover grey or dark roots seamlessly, extend highlights without peroxide, fill in gaps for thicker fuller looking hair. No mess, just press! FAST, EASY, precise mineral powder adheres to hair instantly. Water resistant formula stays put when you sleep, sweat or swim. Lasts until you shampoo out. Formulated with a variety of pigments plus reflective particles to blend seamlessly and look naturally dimensional. Color Wow root cover up is also a perfecting powder that creates the look of thicker hair by filling in gaps, or covering sparse or thinning spots. The Color Wow compact contains approximately 60 uses. DIRECTIONS: Apply Color Wow root cover up to dry hair. Load up small end of brush with powder. Use free hand to pull hair flat/taut against head and press brush down firmly into roots, starting from scalp and working out - do not use sweeping motion. Apply more powder as needed. To extend highlights, use side edge of small brush, dabbing down to connect highlights. To fill in and thicken, use the large end of the brush and a sweeping technique to cover larger areas.Ingredients : SYNTHETIC FLUORPHLOGOPITE, TALC, Mica, OCTYLDODECYL STEAROYL, STEARATE, ETHYLHEXYL PALMITATE, ZINC STEARATE, SILICA, ZEA MAYS STARCH, PENTAERYTHRITYL TETRAISOSTEARATE, ALUMINUM STARCH, OCTENYLSUCCINATE, KAOLIN, PHENOXYETHANOL, DIMETHICONE, TRIETHOXYCAPRYLYLSILANE, CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 77891 (Titanium Dioxide)', 'Color WOW, the first professional range of breakthrough haircare technologies that not only keeps your color first-day fresh but makes it easy to achieve sexy, shiny WOW style with hair thats been compromised by color treatments', '<span class=""a-size-small a-color-secondary"">\n        Color Wow Root Cover Up in Medium Brown\n    </span>",https://images-na.ssl-images-amazon.com/images/I/41NtKiiw5nL.jpg,5.0,True,2015-06-06,I love this product.  Using the product around my hairline has helped to extend my salon trip. Easy to apply and is not messy.  Highly recommend.,I love this product,,,1.0,Chennai
79,B007P0MO2U,SEXYHAIR Big Powder Play Volumizing &amp; Texturizing Powder,"Can re-activate with a quick scrunching motion, just give it a quick tousle and your style bounces back to life.', 'Sexy Hair was created in Los Angeles, CA in 1998 and is now a global brand in over 60 countries. Although best known for its big red can of hairspray, Sexy Hair has a full line of care and styling products for every hair type.",https://images-na.ssl-images-amazon.com/images/I/41TlQMTxMaL.jpg,5.0,True,2015-10-18,"I call this ""My Big Bar hair.""  It is wonderful to add volume!",""" It is wonderful to add volume",,,1.0,Delhi
128,B0002ZW5UQ,TOPPIK Hair Building Fibers,"TOPPIK Hair Building Fibers instantly give you the look of thicker, fuller hair. Made of natural, colored Keratin protein that is naturally statically charged, TOPPIK Fibers intertwine with your existing hair for a completely natural look. TOPPIK resists wind, rain and perspiration but removes easily with shampoo. <br /><br />Ingredients: Keratin, Ammonium chloride, Silica, Phenoxyethanol, Chlorphenesin, [+/-: Orange 4 (CI 15510), Yellow 6 (CI 15985), Red 33 (CI 17200), Yellow 5 (CI 19140), Green 3 (CI 42053), Blue 1 (CI 42090), Red 22 (CI 45380), Green 6 (CI 61565), Green 5 (CI 61570)]', '', '",https://images-na.ssl-images-amazon.com/images/I/41HuGvGAVEL.jpg,4.0,True,2015-07-29,I first saw this product in a YouTube video on another girl with thin edges. It worked well for her so I decided to give it a try. My hair is very fine and I've had thin edges since birth so wearing my hair up is very difficult. This product really works! It really helps to disguise my thin areas and allows for multiple ways to style my hair. The only downside is that it's great for THIN areas not completely BALD areas. The fibers only adhere well to hair not skin. It also will come off on your hands or clothes if you're not careful. Also...GET THE APPLICATOR!!!! It is way more efficient in hitting the right areas,Good for thin areas not bald spots,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0,Chennai
96,B002K6AHQY," CND Vinylux Weekly Nail Polish, Rock Royalty, .5 oz","Vinylux weekly polish and weekly top coat are a system that is uniquely design to work together. Patent-pending pro-light technology creates a powerful network of cross-linked polymer bonds that build resistance to chips, and enhance durability with exposure to natural light over time.', 'Creative Nail Design, Inc. (CND) is the global leader in professional nail, hand and foot beauty  including SHELLAC Brand 14+ Day Nail Color.', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c4212b28-5a17-4627-8a32-9731640105dc._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/88559e2f-0003-4a0c-9ee5-30c2b5bb04f5._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/ff61b745-7981-4f08-aeb1-e1e161eb4181._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', 'The CND Vinylux is a two-step system consisting of a color coat and a top coat, which must be used together for ultimate performance. No base coat needed!', 'Self-adhering All-in-1 base &amp; color coat', 'Cellulose acetate butyrate based, so it doesnt yellow.', 'ProLight Technology increases nail durability with natural light exposure.', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/90887699-2d2e-4ee9-998c-ec4cc47af9cd._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/df0421fd-2171-429e-973b-53b51c4fe566._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/d79a53f2-751e-41c7-8045-899bce836715._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2ad502a9-f908-4a60-83c5-735e75b9727d._CR0,0,917,917_PT0_SX220__.jpg"">",https://images-na.ssl-images-amazon.com/images/I/31UtyO-stgL.jpg,5.0,True,2015-04-15,"Love the color - very dark, which is what I wanted.  I have purchased several bottles of this brand and find them to last, as promised! It also arrived more quickly than expected........and no shipping charges! SO worth it to have a lasting manicure!",Polish that is worth it and delivers on promise!!,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,1.0,Kolkata
69,B00EXW53GC,Grande Cosmetics GrandeLASH-MD,"Created with a proprietary blend of vitamins, antioxidants, and amino acids, this cult favorite lash enhancing serum promotes longer and thicker, healthier looking lashes. 18x Award Winner! 2018 New Beauty Winner<br><br><b>Benefits</b><br>Promote naturally longer, thicker looking lashes in as little as 4-6 weeks with full results in 3 months. <br><br><b>Suggested Use</b><br>Apply using a single stroke on your eyelid like a liquid eyeliner. Use once daily in the evening before bed. Allow 1-2 minutes for the serum to dry. <br></br> Ingredients: Aqua, Glycerol, Glycosaminoglycans, Hyaluronic Acid, Butanamide, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Sodium Benzoate, 2-Hydroxypropanoic Acid, Sodium PCA, Panax Ginseng Root Extract, L - Proline, Acathopanax Senticosus (Eleuthero) Root Extract, Hydrolyzed Yeast Extract, Chamomilla Recutita Flower Extract, Arctostaphylos Uva URSI Extract, Actiphyte Of Chamomile GL, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin, Propylene Glycol, Hydroxyethylcellulose, Sorbitan, Gluconolactone, Triethanolamine, D-Glucitol, Leucidal Liquid, Geogard Ultra, Cloprostenol isopropyl ester <br></br>L-Proline: An amino acid essential to healthy, fortified lashes. <br></br>Hyaluronic Acid: Conditions and protects to prevent breakage and brings hydration to dry, brittle, or damaged lashes. <br></br>Botanical Extract Blend: A powerful combination of nutrient and antioxidant rich compounds derived from natural sources (ginseng root, chamomile flowers, and bearberry leaves); strengthens the lash follicle. <br></br>Glycosaminoglycans: Locks in moisture and boosts lash resiliency and luster.', 'Grande Cosmetics uses clinically proven formulas and natural ingredients to create peptide-infused, care-free application cosmetics with instantly beautiful results and long term benefits.', 'Start using treatment.', 'With continued use, see initial results.', 'See final results. Hello beautiful lashes!', '', 'Consumer Research Report &amp; Williams, MD, Ophthalmologist: 3 February 2017', 'PETA Certified: 20 May 2018', 'Do not get into the eye. Do not use if you are pregnant, nursing, under the age of 18 or undergoing chemotherapy. Keep out of reach of children. If redness or irritation occur, stop using product.",https://images-na.ssl-images-amazon.com/images/I/31yholA4-OL.jpg,5.0,True,2015-05-18,I've been using it for about 4 weeks now and I can tell my lashes are getting thicker and longer.  I started wiping the wand off so that the amount applied is reduced due to my eyes getting irritated.  They would turn red and I felt like there was an increase in pressure in my eyes.  Since I've started reducing the amount of product applied it has helped to reduce those side effects dramatically.  Now I started using it twice a day with no issues.,Works but don't put to much!!!,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,1.0,Mumbai
176,B00837YY18,"Proraso Shaving Soap in a Bowl, Refreshing and Toning, 5.2 oz","Proraso Shaving Soap, Refreshing and Toning formula, is formulated for any skin or beard type and provides a rich, creamy lather to prepare skin for a close shave without nicks and cuts. Eucalyptus purifies and tones while menthol adds a refreshing, cooling sensation. Made with a special ""hot soap"" process, it\'s left to mature in small batches for 10 days, during which the moisture evaporates, and the product becomes solid and more concentrated -- perfect for a professional-quality shave with a brush. Cruelty-free, with 91% of ingredients of natural origins, and of course, theres no parabens, phthalates, silicones, mineral oils, artificial colors or sodium laurel sulfate. Originating in Italy, Proraso has been helping men achieve a smooth shave since 1948. Over the years, our line of men\'s shaving products has become a staple of Italian culture, and evolved to feature natural-based formulations without mineral oils or artificial colors. Nourishing botanical extracts and natural oils protect the skin before, during and after shaving for an irritation-free experience.', '', 'You&#039;ll notice that our soap may take a bit more water than you&#039;re used to, in order to achieve the ideal lather. That&#039;s actually one of our biggest points of difference -- the result of its manufacturing process -- and what makes Proraso soap so special. Because it has a much lower moisture content than other shave soaps, youll need more water on your shaving brush (we&#039;d suggest soaking it for a few minutes prior to lathering), and perhaps just a touch more patience at first, to achieve that signature Proraso lather: rich, dense, elastic, and one that doesnt dry out. Once you do, youll really see the difference (and why its become such a staple of shaving culture over the last 6 decades).', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/87f262ab-3bf0-48d8-9aa3-54c9e4b5bc19.png._CB272368817__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/44e37be2-2e5a-4d6e-9ee6-9ed237bc8018.png._CB272368772__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0318bd0e-6422-484a-92bf-1467348035dc.png._CB272368797__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0ca5e5f0-2ac9-4c85-b34d-5e855eadc913.png._CB272369518__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f7624cb7-05c3-4a88-a1b9-0b2579258dab.png._CB272368057__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b826d55f-90b2-440f-aa38-21ffca0124bf._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f3e86d43-4aa3-4e2d-a305-aa8c0ebb9dee._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3e3bc852-8a9b-4773-9e58-c080fa1b0dc7._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/226de1cf-3c9b-4f8b-8bd5-18d9be733f71._SL220__.png"">', '",https://images-na.ssl-images-amazon.com/images/I/51Cov5myDCL.jpg,5.0,True,2015-07-02,Exactly as advertised ....Excellent shaving soap...Lasts a long time lathers well...I would definitely recommend,Excellent shaving soap,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0,Chennai
91,B0017SWIU4,"Mario Badescu Drying Lotion, 1 fl. oz.","Renowned for its ability to help dry up surface blemishes overnight. Mario Badescu drying lotion continues to reign as a best-selling favorite amongst beauty editors, celebrities, and professionals worldwide. This fast-acting, effective spot treatment is specially formulated with salicylic acid, sulfur, and zinc oxide to help draw impurities from the skin and target pesky pimples while you sleep. How to use - Do not shake the bottle Before bed after cleansing and toning, dip a cotton swab into the pink sediment at the bottom of the bottle. Dab directly on the surface blemish; do not rub in. Let dry and rinse off in the morning. Do not use on broken skin.",https://images-na.ssl-images-amazon.com/images/I/41MRUrs6zHL.jpg,5.0,True,2015-03-27,Great result!!!,Five Stars,Item can be shipped within U.S.,This item is not eligible for international shipping.,1.0,Chennai
123,B00837YY18,"Proraso Shaving Soap in a Bowl, Refreshing and Toning, 5.2 oz","Proraso Shaving Soap, Refreshing and Toning formula, is formulated for any skin or beard type and provides a rich, creamy lather to prepare skin for a close shave without nicks and cuts. Eucalyptus purifies and tones while menthol adds a refreshing, cooling sensation. Made with a special ""hot soap"" process, it\'s left to mature in small batches for 10 days, during which the moisture evaporates, and the product becomes solid and more concentrated -- perfect for a professional-quality shave with a brush. Cruelty-free, with 91% of ingredients of natural origins, and of course, theres no parabens, phthalates, silicones, mineral oils, artificial colors or sodium laurel sulfate. Originating in Italy, Proraso has been helping men achieve a smooth shave since 1948. Over the years, our line of men\'s shaving products has become a staple of Italian culture, and evolved to feature natural-based formulations without mineral oils or artificial colors. Nourishing botanical extracts and natural oils protect the skin before, during and after shaving for an irritation-free experience.', '', 'You&#039;ll notice that our soap may take a bit more water than you&#039;re used to, in order to achieve the ideal lather. That&#039;s actually one of our biggest points of difference -- the result of its manufacturing process -- and what makes Proraso soap so special. Because it has a much lower moisture content than other shave soaps, youll need more water on your shaving brush (we&#039;d suggest soaking it for a few minutes prior to lathering), and perhaps just a touch more patience at first, to achieve that signature Proraso lather: rich, dense, elastic, and one that doesnt dry out. Once you do, youll really see the difference (and why its become such a staple of shaving culture over the last 6 decades).', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/87f262ab-3bf0-48d8-9aa3-54c9e4b5bc19.png._CB272368817__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/44e37be2-2e5a-4d6e-9ee6-9ed237bc8018.png._CB272368772__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0318bd0e-6422-484a-92bf-1467348035dc.png._CB272368797__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0ca5e5f0-2ac9-4c85-b34d-5e855eadc913.png._CB272369518__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f7624cb7-05c3-4a88-a1b9-0b2579258dab.png._CB272368057__SL220__.png"">', '<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/418aea90-1bc0-49c8-bf50-923480cca268.png._CB272368033__SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/b826d55f-90b2-440f-aa38-21ffca0124bf._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f3e86d43-4aa3-4e2d-a305-aa8c0ebb9dee._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3e3bc852-8a9b-4773-9e58-c080fa1b0dc7._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/226de1cf-3c9b-4f8b-8bd5-18d9be733f71._SL220__.png"">', '",https://images-na.ssl-images-amazon.com/images/I/51Cov5myDCL.jpg,5.0,True,2015-01-03,This is a great shave soap. I've tried a bunch from Cella to Arko and this is my favorite.  It lathers fairly well and seems to go pretty far but the best part is the pleasant soapy smell and the cooling sensation.  It's very refreshing.  I would recommend this shave soap for anyone. Great product and a great value.,Refreshing with a pleasant soapy smell,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0,Mumbai
