ASIN,Title,Description,ImageURL,Rating,Verified,ReviewTime,Review,Summary,Domestic Shipping,International Shipping,Sentiment
B000ASDGK8,BaBylissPRO Ceramix Xtreme Dryer,"2000 Watt ceramic technology dryer with concentrator nozzle. Professional AC motor for long life and power with rubberized soft touch housing.', 'BaBylissPRO is a world leader in professional styling tools', 'Power meets technology in this dryer - the ultimate professional! This powerful 2000-watt dryer features ceramic technology to produce extra gentle, even far-infrared heat that protects hair from damage. Engineered with extra-high wattage and a professional A/C motor that deliver the superb performance on which BaByliss PRO has built its reputation. With four temperature settings and an 8mm concentrator nozzle that can be attached when needed, this dryer can do it all.', '- Ionic and Porcelain Ceramic technology.', '- 2000 watts.', '- 6 Heat/speed settings.', '- Cold shot button.', '- Concentrator nozzle.', '- Removable filter.",https://images-na.ssl-images-amazon.com/images/I/31DwQDoI5tL.jpg,5.0,True,2015-11-22,"PERFECT blowdryer. It's powerful, dries my hair quick and does not leave it frizzy. I especially love the cool button. Cools off my hair abd scalp immediately! Where have you been all my life!?",Perfect,,,1.0
B007P0MO2U,SEXYHAIR Big Powder Play Volumizing &amp; Texturizing Powder,"Can re-activate with a quick scrunching motion, just give it a quick tousle and your style bounces back to life.', 'Sexy Hair was created in Los Angeles, CA in 1998 and is now a global brand in over 60 countries. Although best known for its big red can of hairspray, Sexy Hair has a full line of care and styling products for every hair type.",https://images-na.ssl-images-amazon.com/images/I/41TlQMTxMaL.jpg,5.0,True,2015-12-07,"Be far the BEST volumizing  powder I've tried! Amazing results, even with really long hair! A little goes a LONG way, and no visible flakes or powder in your hair. Does not make hair look dull or dirty. Will definitely buy again!",The best out there!,,,1.0
B00EXW53GC,Grande Cosmetics GrandeLASH-MD,"Created with a proprietary blend of vitamins, antioxidants, and amino acids, this cult favorite lash enhancing serum promotes longer and thicker, healthier looking lashes. 18x Award Winner! 2018 New Beauty Winner<br><br><b>Benefits</b><br>Promote naturally longer, thicker looking lashes in as little as 4-6 weeks with full results in 3 months. <br><br><b>Suggested Use</b><br>Apply using a single stroke on your eyelid like a liquid eyeliner. Use once daily in the evening before bed. Allow 1-2 minutes for the serum to dry. <br></br> Ingredients: Aqua, Glycerol, Glycosaminoglycans, Hyaluronic Acid, Butanamide, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Sodium Benzoate, 2-Hydroxypropanoic Acid, Sodium PCA, Panax Ginseng Root Extract, L - Proline, Acathopanax Senticosus (Eleuthero) Root Extract, Hydrolyzed Yeast Extract, Chamomilla Recutita Flower Extract, Arctostaphylos Uva URSI Extract, Actiphyte Of Chamomile GL, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin, Propylene Glycol, Hydroxyethylcellulose, Sorbitan, Gluconolactone, Triethanolamine, D-Glucitol, Leucidal Liquid, Geogard Ultra, Cloprostenol isopropyl ester <br></br>L-Proline: An amino acid essential to healthy, fortified lashes. <br></br>Hyaluronic Acid: Conditions and protects to prevent breakage and brings hydration to dry, brittle, or damaged lashes. <br></br>Botanical Extract Blend: A powerful combination of nutrient and antioxidant rich compounds derived from natural sources (ginseng root, chamomile flowers, and bearberry leaves); strengthens the lash follicle. <br></br>Glycosaminoglycans: Locks in moisture and boosts lash resiliency and luster.', 'Grande Cosmetics uses clinically proven formulas and natural ingredients to create peptide-infused, care-free application cosmetics with instantly beautiful results and long term benefits.', 'Start using treatment.', 'With continued use, see initial results.', 'See final results. Hello beautiful lashes!', '', 'Consumer Research Report &amp; Williams, MD, Ophthalmologist: 3 February 2017', 'PETA Certified: 20 May 2018', 'Do not get into the eye. Do not use if you are pregnant, nursing, under the age of 18 or undergoing chemotherapy. Keep out of reach of children. If redness or irritation occur, stop using product.",https://images-na.ssl-images-amazon.com/images/I/31yholA4-OL.jpg,5.0,False,2015-07-11,"This is my second  time ordering the product.  It works very well , no need to use mascara after a month of daily use.",Great lashes!!,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,1.0
B003OGV7UO,"Creative Nail Design Shellac UV Color Coat, 25 Ounce","The second step in the CND SHELLAC Brand Nail Color System  brushes on for smooth, even coverage then cured for long wear in the CND LED lamp.', 'Creative Nail Design, Inc. (CND) is the global leader in professional nail, hand and foot beauty  including SHELLAC Brand 14+ Day Nail Color.",[],5.0,True,2015-07-31,Nice summer color!,Five Stars,Item can be shipped within U.S.,This item is not eligible for international shipping.,1.0
B000NL0T1G,MERKUR Classic 3-Piece Razor Double Edge Saftey Razor,"Merkur Futur 23C Long Handle Safety Razor is the razor for man-sized hands. With its long handle that is four inches long, you will be given a comfortable and safe grip. Its double edge feature provides the perfect shade with the perfect blade for a clean, nice shave. The 23C razor gives an excellent design with its chrome finish.<br><br>Merkur Futur is among the most aggressive double-edge safety razors ever created. This top-quality product makes an essential item in your homes or on your travels.<br/><br/>', 'MERKUR Stahlwaren GmbH & Co. is a leading worldwide manufacturer of quality shaving equipment since 1906. MERKUR offers the right razor for every beard and face type, thus ensuring the best conditions for an effective wet shave.', '<span class=""a-size-small a-color-secondary"">\n        The Merkur Classic is the worlds best selling line of double-edge safety razors.\n    </span>', '<img alt=""MERKUR 23C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/6a5ace80-2008-415b-b96c-0a0f60d6a100._SL220__.jpg"">', '<img alt=""MERKUR 33C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/44975c39-f78e-4777-8995-7be7a1bb9c49._SL220__.jpg"">', '<img alt=""MERKUR 25C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c784ae90-6bf3-4328-91b0-902c4263ed87._SL220__.jpg"">', '<img alt=""MERKUR 15C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/5753675a-0907-413f-8815-3efafcc1204b._SL220__.jpg"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/e3b0f49f-2eb3-43ac-8c1d-b3505026df45._SL300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/fabee56e-a9a5-4ed0-855c-5f5e18f845e7._SL300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/037f504b-2d79-419f-83ce-93444d616add._SL300__.JPG"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', 'The double edge safety razor uses a single cutting edge and therefore cuts the hair cleanly without the pulling and tugging often experienced with multi-blade cartridges. This means less ingrown hairs, less skin irritation and smooth close shave.', 'All Merkur Razors use universal inexpensive recyclicable double edge safety razors. Compared to cost of non-recyclable cartridge our Merkur Double Edge Razor Blades can save you can save hundreds of dollars a year in blades. Go for Merkur and buy a great razor once and save everyday with amazing inexpensive high-quality blades.', 'All Merkur razors are produced in Solingen, Germany with world-famous Solingen steel. A double edge safety razor is a precision instrument so make sure you choose an authentic German Merkur razor.",https://images-na.ssl-images-amazon.com/images/I/41U3I8Hm7WL.jpg,5.0,True,2015-05-17,"This is my first safety razor and, at first, I was sorely disappointed. I used this, the Proraso Shaving Soap, and the Escali Shaving Brush. I nicked my face all over and couldn't get the blade to glide smoothly across my face. After a few days I decided to shave a small area on my neck with my regular shaving cream, in a can (that can is dead to me now). The blade worked perfectly and I got a nice clean shave. Turns out that I didn't know how to create a proper lather with the Proraso Soap and execute proper angle with the blade.
If it didn't work for you the first time around, pay close attention to the contours of your face, the direction of your hair growth, and use short light passes, letting the blade do the work. Make sure to stretch your skin in difficult areas and I am sure you will be very pleased with this product. Watching a few videos on youtube will help too.",Don't Give Up,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,1.0
B00FYSZDQ4,COLOR WOW Root Cover Up,"Color Wow root cover up, winner of 44 major beauty awards! Cover grey or dark roots seamlessly, extend highlights without peroxide, fill in gaps for thicker fuller looking hair. No mess, just press! FAST, EASY, precise mineral powder adheres to hair instantly. Water resistant formula stays put when you sleep, sweat or swim. Lasts until you shampoo out. Formulated with a variety of pigments plus reflective particles to blend seamlessly and look naturally dimensional. Color Wow root cover up is also a perfecting powder that creates the look of thicker hair by filling in gaps, or covering sparse or thinning spots. The Color Wow compact contains approximately 60 uses. DIRECTIONS: Apply Color Wow root cover up to dry hair. Load up small end of brush with powder. Use free hand to pull hair flat/taut against head and press brush down firmly into roots, starting from scalp and working out - do not use sweeping motion. Apply more powder as needed. To extend highlights, use side edge of small brush, dabbing down to connect highlights. To fill in and thicken, use the large end of the brush and a sweeping technique to cover larger areas.Ingredients : SYNTHETIC FLUORPHLOGOPITE, TALC, Mica, OCTYLDODECYL STEAROYL, STEARATE, ETHYLHEXYL PALMITATE, ZINC STEARATE, SILICA, ZEA MAYS STARCH, PENTAERYTHRITYL TETRAISOSTEARATE, ALUMINUM STARCH, OCTENYLSUCCINATE, KAOLIN, PHENOXYETHANOL, DIMETHICONE, TRIETHOXYCAPRYLYLSILANE, CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 77891 (Titanium Dioxide)', 'Color WOW, the first professional range of breakthrough haircare technologies that not only keeps your color first-day fresh but makes it easy to achieve sexy, shiny WOW style with hair thats been compromised by color treatments', '<span class=""a-size-small a-color-secondary"">\n        Color Wow Root Cover Up in Medium Brown\n    </span>",https://images-na.ssl-images-amazon.com/images/I/41NtKiiw5nL.jpg,5.0,True,2015-03-16,"best root color I've ever purchased.  Covers completely, easy to use, color match is perfect. Highly recommend.",Best root color ever purchased.,,,1.0
B0002ZW5UQ,TOPPIK Hair Building Fibers,"TOPPIK Hair Building Fibers instantly give you the look of thicker, fuller hair. Made of natural, colored Keratin protein that is naturally statically charged, TOPPIK Fibers intertwine with your existing hair for a completely natural look. TOPPIK resists wind, rain and perspiration but removes easily with shampoo. <br /><br />Ingredients: Keratin, Ammonium chloride, Silica, Phenoxyethanol, Chlorphenesin, [+/-: Orange 4 (CI 15510), Yellow 6 (CI 15985), Red 33 (CI 17200), Yellow 5 (CI 19140), Green 3 (CI 42053), Blue 1 (CI 42090), Red 22 (CI 45380), Green 6 (CI 61565), Green 5 (CI 61570)]', '', '",https://images-na.ssl-images-amazon.com/images/I/41HuGvGAVEL.jpg,4.0,True,2015-04-22,I would be really limited in hair styles with this product. The only reason I didn't give 5 stars is due to the slight messiness of it on my bathroom counter top! Love this stuff though!!! ,Love this stuff though,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0
B002A9JONI,blinc Mascara,"If you\'re looking for a no-hassle, no-smudge mascara that you can take throughout your day with no re-application, blinc mascara is your answer. Instead of painting your lashes like conventional mascaras, blinc mascara forms tiny no-smudge, water-resistant ""tubes"" around your lashes. Once applied, these mascara tubes bind to your lashes and cannot run, smudge, clump, or flake, even if you cry or rub your eyes. Whether your daily activities take you from the office, to your sweaty workout or out to dinner, your lashes will look as good in the evening as they did when you first applied blinc in the morning. blinc mascara will add volume and length to give you a radiant natural look that lasts all day. Only when you are ready for removal, the tubes will effortlessly slide off your lashes into your hand without the use of a harsh makeup remover.",https://images-na.ssl-images-amazon.com/images/I/31F5ZWSLakL.jpg,1.0,True,2015-03-09,"This Blinc did not stay on me at all. I was glad that I tried it before my daughter's wedding. My eyes got teary,and the little tubes came right off of me into my tissue. I gave to mysister who loves it, she is the one who recommended it, and she has no problem. I am very sensitive to certain eye makeups.",I was glad that I tried it before my daughter's wedding,,,-1.0
B00EXW53GC,Grande Cosmetics GrandeLASH-MD,"Created with a proprietary blend of vitamins, antioxidants, and amino acids, this cult favorite lash enhancing serum promotes longer and thicker, healthier looking lashes. 18x Award Winner! 2018 New Beauty Winner<br><br><b>Benefits</b><br>Promote naturally longer, thicker looking lashes in as little as 4-6 weeks with full results in 3 months. <br><br><b>Suggested Use</b><br>Apply using a single stroke on your eyelid like a liquid eyeliner. Use once daily in the evening before bed. Allow 1-2 minutes for the serum to dry. <br></br> Ingredients: Aqua, Glycerol, Glycosaminoglycans, Hyaluronic Acid, Butanamide, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Sodium Benzoate, 2-Hydroxypropanoic Acid, Sodium PCA, Panax Ginseng Root Extract, L - Proline, Acathopanax Senticosus (Eleuthero) Root Extract, Hydrolyzed Yeast Extract, Chamomilla Recutita Flower Extract, Arctostaphylos Uva URSI Extract, Actiphyte Of Chamomile GL, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin, Propylene Glycol, Hydroxyethylcellulose, Sorbitan, Gluconolactone, Triethanolamine, D-Glucitol, Leucidal Liquid, Geogard Ultra, Cloprostenol isopropyl ester <br></br>L-Proline: An amino acid essential to healthy, fortified lashes. <br></br>Hyaluronic Acid: Conditions and protects to prevent breakage and brings hydration to dry, brittle, or damaged lashes. <br></br>Botanical Extract Blend: A powerful combination of nutrient and antioxidant rich compounds derived from natural sources (ginseng root, chamomile flowers, and bearberry leaves); strengthens the lash follicle. <br></br>Glycosaminoglycans: Locks in moisture and boosts lash resiliency and luster.', 'Grande Cosmetics uses clinically proven formulas and natural ingredients to create peptide-infused, care-free application cosmetics with instantly beautiful results and long term benefits.', 'Start using treatment.', 'With continued use, see initial results.', 'See final results. Hello beautiful lashes!', '', 'Consumer Research Report &amp; Williams, MD, Ophthalmologist: 3 February 2017', 'PETA Certified: 20 May 2018', 'Do not get into the eye. Do not use if you are pregnant, nursing, under the age of 18 or undergoing chemotherapy. Keep out of reach of children. If redness or irritation occur, stop using product.",https://images-na.ssl-images-amazon.com/images/I/31yholA4-OL.jpg,1.0,True,2015-12-02,It irrates my eyes and does not work.,One Star,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,-1.0
B000ASDGK8,BaBylissPRO Ceramix Xtreme Dryer,"2000 Watt ceramic technology dryer with concentrator nozzle. Professional AC motor for long life and power with rubberized soft touch housing.', 'BaBylissPRO is a world leader in professional styling tools', 'Power meets technology in this dryer - the ultimate professional! This powerful 2000-watt dryer features ceramic technology to produce extra gentle, even far-infrared heat that protects hair from damage. Engineered with extra-high wattage and a professional A/C motor that deliver the superb performance on which BaByliss PRO has built its reputation. With four temperature settings and an 8mm concentrator nozzle that can be attached when needed, this dryer can do it all.', '- Ionic and Porcelain Ceramic technology.', '- 2000 watts.', '- 6 Heat/speed settings.', '- Cold shot button.', '- Concentrator nozzle.', '- Removable filter.",https://images-na.ssl-images-amazon.com/images/I/31DwQDoI5tL.jpg,4.0,True,2015-02-25,Great quality but a little heavy.  4 stars for the weight.,Four Stars,,,1.0
B002K6AHQY," CND Vinylux Weekly Nail Polish, Rock Royalty, .5 oz","Vinylux weekly polish and weekly top coat are a system that is uniquely design to work together. Patent-pending pro-light technology creates a powerful network of cross-linked polymer bonds that build resistance to chips, and enhance durability with exposure to natural light over time.', 'Creative Nail Design, Inc. (CND) is the global leader in professional nail, hand and foot beauty  including SHELLAC Brand 14+ Day Nail Color.', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c4212b28-5a17-4627-8a32-9731640105dc._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/88559e2f-0003-4a0c-9ee5-30c2b5bb04f5._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/ff61b745-7981-4f08-aeb1-e1e161eb4181._CR0,0,1250,1250_PT0_SX300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', 'The CND Vinylux is a two-step system consisting of a color coat and a top coat, which must be used together for ultimate performance. No base coat needed!', 'Self-adhering All-in-1 base &amp; color coat', 'Cellulose acetate butyrate based, so it doesnt yellow.', 'ProLight Technology increases nail durability with natural light exposure.', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/90887699-2d2e-4ee9-998c-ec4cc47af9cd._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/df0421fd-2171-429e-973b-53b51c4fe566._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/d79a53f2-751e-41c7-8045-899bce836715._CR0,0,917,917_PT0_SX220__.jpg"">', '<img alt=""CND Vinylux Longwear Nail Polish Top Coat gel like shine with Keratin Vitamin E Jojoba Oil"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2ad502a9-f908-4a60-83c5-735e75b9727d._CR0,0,917,917_PT0_SX220__.jpg"">",https://images-na.ssl-images-amazon.com/images/I/31UtyO-stgL.jpg,5.0,True,2015-09-02,Beautiful on. Well recommended,Five Stars,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,1.0
B0017SWIU4,"Mario Badescu Drying Lotion, 1 fl. oz.","Renowned for its ability to help dry up surface blemishes overnight. Mario Badescu drying lotion continues to reign as a best-selling favorite amongst beauty editors, celebrities, and professionals worldwide. This fast-acting, effective spot treatment is specially formulated with salicylic acid, sulfur, and zinc oxide to help draw impurities from the skin and target pesky pimples while you sleep. How to use - Do not shake the bottle Before bed after cleansing and toning, dip a cotton swab into the pink sediment at the bottom of the bottle. Dab directly on the surface blemish; do not rub in. Let dry and rinse off in the morning. Do not use on broken skin.",https://images-na.ssl-images-amazon.com/images/I/41MRUrs6zHL.jpg,2.0,True,2015-08-10,"Not sure why people rave about this, I didn't find it helpful and having bright pink dried stuff on my face (even for bed) really isn't a look I'm happy with.",I didn't find it helpful and having bright pink dried stuff on my face (even for bed) really isn't a look I'm happy with.,Item can be shipped within U.S.,This item is not eligible for international shipping.,-1.0
B0007M11XQ,"Proraso Shaving Cream, Refreshing and Toning, 5.2 oz","The original Proraso shaving classic, this refreshing and toning Shaving Soap is formulated for any beard on any man. This creamy soap produces a thick, elastic lather and is enriched with natural ingredients that make it particularly concentrated and rich. Made with a special ""hot soap"" process, it\'s left to mature in small batches for 3 days, producing an extremely thick and creamy soap that products a soft, rich lather. Eucalyptus Oil tones and purifies your facial hair and skin, Menthol helps refresh and revitalize, and Glycerin helps the blade glide smoothly and reduce razor burn and rashes. Cruelty-free, with 91% of ingredients of natural origins, and of course, theres no parabens, phthalates, silicones, mineral oils, artificial colors or sodium laurel sulfate. Originating in Italy, Proraso has been innovating professional highest-quality products in the shaving world for generations, and has evolved to become a staple of Italian culture. From the first product -- Pre-Shave Cream -- in 1948, to now, the Martelli family principles hold true: to create professional, quality products that deliver a pleasurable and impeccable shave, in the barbershop and at home.', '', 'Short on time? Apply your favorite Proraso Pre-Shave Cream to your damp face, for optimal results. If using a shaving brush, run it under hot running water for about 30 seconds (if you don&#039;t have time to soak it). Squeeze about 2 centimeter of the Shaving Cream onto your brush, dampen face with warm water, and work the brush into your scruff/stubble. You should be able to achieve an excellent lather in about a minute.', 'If using your hands, work cream and water together between the palm of your hands until suds begin to form. Apply mixture into your stubble using your fingers, massaging in circular movements until a lather forms. This method also works well if youre shaving in the shower. Shave and rinse, following with your favorite Proraso After Shave Balm or Lotion.', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/1f8dc212-b326-426f-ad67-d55012b95e28._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/c673f034-3b1f-4992-9e16-cea2aaac958a._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/f2498900-af97-43d7-99a9-8e2d0d7fd735._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9c42a36c-2b02-43bb-865e-49906c4720ac._SL220__.jpg"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/2fb1c49e-6064-4a93-8b78-c6ca030b77a1._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/4270214e-0e80-4837-8f85-a07a64b291cc._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/b9fca29b-65be-4e02-b022-4279ad9e3b24._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/ee01f0a9-2380-4b92-9184-deb321f3ca36._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/6dc2540e-ae7d-4799-94e2-4defac670e0c._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/mg/9324ee51-e366-4a31-9f5c-ce192d640d15._SL220__.png"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/f90caec2-c150-4fa0-b5c2-73ba1eac7a9d._SL220__.png"">', '",https://images-na.ssl-images-amazon.com/images/I/41Ml9RDU82L.jpg,5.0,True,2015-09-08,Great scent and great lather.  This is my daily shave cream.,Five Stars,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,1.0
B00EXW53GC,Grande Cosmetics GrandeLASH-MD,"Created with a proprietary blend of vitamins, antioxidants, and amino acids, this cult favorite lash enhancing serum promotes longer and thicker, healthier looking lashes. 18x Award Winner! 2018 New Beauty Winner<br><br><b>Benefits</b><br>Promote naturally longer, thicker looking lashes in as little as 4-6 weeks with full results in 3 months. <br><br><b>Suggested Use</b><br>Apply using a single stroke on your eyelid like a liquid eyeliner. Use once daily in the evening before bed. Allow 1-2 minutes for the serum to dry. <br></br> Ingredients: Aqua, Glycerol, Glycosaminoglycans, Hyaluronic Acid, Butanamide, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Sodium Benzoate, 2-Hydroxypropanoic Acid, Sodium PCA, Panax Ginseng Root Extract, L - Proline, Acathopanax Senticosus (Eleuthero) Root Extract, Hydrolyzed Yeast Extract, Chamomilla Recutita Flower Extract, Arctostaphylos Uva URSI Extract, Actiphyte Of Chamomile GL, Phenoxyethanol, Tocopheryl Acetate, Ethylhexylglycerin, Propylene Glycol, Hydroxyethylcellulose, Sorbitan, Gluconolactone, Triethanolamine, D-Glucitol, Leucidal Liquid, Geogard Ultra, Cloprostenol isopropyl ester <br></br>L-Proline: An amino acid essential to healthy, fortified lashes. <br></br>Hyaluronic Acid: Conditions and protects to prevent breakage and brings hydration to dry, brittle, or damaged lashes. <br></br>Botanical Extract Blend: A powerful combination of nutrient and antioxidant rich compounds derived from natural sources (ginseng root, chamomile flowers, and bearberry leaves); strengthens the lash follicle. <br></br>Glycosaminoglycans: Locks in moisture and boosts lash resiliency and luster.', 'Grande Cosmetics uses clinically proven formulas and natural ingredients to create peptide-infused, care-free application cosmetics with instantly beautiful results and long term benefits.', 'Start using treatment.', 'With continued use, see initial results.', 'See final results. Hello beautiful lashes!', '', 'Consumer Research Report &amp; Williams, MD, Ophthalmologist: 3 February 2017', 'PETA Certified: 20 May 2018', 'Do not get into the eye. Do not use if you are pregnant, nursing, under the age of 18 or undergoing chemotherapy. Keep out of reach of children. If redness or irritation occur, stop using product.",https://images-na.ssl-images-amazon.com/images/I/31yholA4-OL.jpg,5.0,True,2015-07-30,"I absolutely love GrandeLASH; I have found that it has thickened my eye lashes as well as some lengthening.  I find that if I do not use it regularly, my eye lashes do thin out some, so I do find that using it both morning and night helps my lashes stay longer.  It is not a fix for lashes - much like a moisturizer is not a fix for facial imperfections.  I will continue using it as I love the results!",I absolutely love GrandeLASH; I have found that it has thickened ...,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,1.0
B000NL0T1G,MERKUR Classic 3-Piece Razor Double Edge Saftey Razor,"Merkur Futur 23C Long Handle Safety Razor is the razor for man-sized hands. With its long handle that is four inches long, you will be given a comfortable and safe grip. Its double edge feature provides the perfect shade with the perfect blade for a clean, nice shave. The 23C razor gives an excellent design with its chrome finish.<br><br>Merkur Futur is among the most aggressive double-edge safety razors ever created. This top-quality product makes an essential item in your homes or on your travels.<br/><br/>', 'MERKUR Stahlwaren GmbH & Co. is a leading worldwide manufacturer of quality shaving equipment since 1906. MERKUR offers the right razor for every beard and face type, thus ensuring the best conditions for an effective wet shave.', '<span class=""a-size-small a-color-secondary"">\n        The Merkur Classic is the worlds best selling line of double-edge safety razors.\n    </span>', '<img alt=""MERKUR 23C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/6a5ace80-2008-415b-b96c-0a0f60d6a100._SL220__.jpg"">', '<img alt=""MERKUR 33C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/44975c39-f78e-4777-8995-7be7a1bb9c49._SL220__.jpg"">', '<img alt=""MERKUR 25C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c784ae90-6bf3-4328-91b0-902c4263ed87._SL220__.jpg"">', '<img alt=""MERKUR 15C"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/5753675a-0907-413f-8815-3efafcc1204b._SL220__.jpg"">', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/e3b0f49f-2eb3-43ac-8c1d-b3505026df45._SL300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/fabee56e-a9a5-4ed0-855c-5f5e18f845e7._SL300__.jpg"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', '<img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/037f504b-2d79-419f-83ce-93444d616add._SL300__.JPG"" class=""a-spacing-mini"">\n    \n\n\n                            <br/>', 'The double edge safety razor uses a single cutting edge and therefore cuts the hair cleanly without the pulling and tugging often experienced with multi-blade cartridges. This means less ingrown hairs, less skin irritation and smooth close shave.', 'All Merkur Razors use universal inexpensive recyclicable double edge safety razors. Compared to cost of non-recyclable cartridge our Merkur Double Edge Razor Blades can save you can save hundreds of dollars a year in blades. Go for Merkur and buy a great razor once and save everyday with amazing inexpensive high-quality blades.', 'All Merkur razors are produced in Solingen, Germany with world-famous Solingen steel. A double edge safety razor is a precision instrument so make sure you choose an authentic German Merkur razor.",https://images-na.ssl-images-amazon.com/images/I/41U3I8Hm7WL.jpg,5.0,True,2015-11-16,"Works great, I won't go back to disposables.",Five Stars,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,1.0
